Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,number_established_years
food,19.7,low_fat,0.078034976,baking_goods,178.066,out049,medium,tier_1,supermarket_type1,3954.852,22
food,20.75,low_fat,0.089243789,breakfast,192.0478,out035,small,tier_2,supermarket_type1,4649.9472,17
food,20.35,regular,0.014885998,fruits_and_vegetables,234.4958,out018,medium,tier_3,supermarket_type2,3271.7412,12
food,5.405,regular,0.053576661,canned,200.5742,out013,high,tier_3,supermarket_type1,2388.8904,34
food,17.6,regular,0.0,starchy_foods,46.006,out046,small,tier_1,supermarket_type1,326.242,24
food,12.35,low_fat,0.026681262,canned,56.4246,out046,small,tier_1,supermarket_type1,810.9444,24
non-consumable,12.15,lf,0.0,health_and_hygiene,39.1506,out017,ultra_high,tier_2,supermarket_type1,1480.0734,14
food,15.25,low_fat,0.026604781,snack_foods,86.2198,out035,small,tier_2,supermarket_type1,610.5386,17
food,5.94,low_fat,0.035028853,canned,179.8344,out018,medium,tier_3,supermarket_type2,1249.0408,12
drinks,11.6,low_fat,0.068535039,soft_drinks,143.0154,out010,ultra_high,tier_3,grocery_store,283.6308,23
food,6.695,low_fat,0.033935576,frozen_foods,221.9456,out035,small,tier_2,supermarket_type1,2210.456,17
food,12.857645184135976,regular,0.097275777,breads,223.9088,out019,small,tier_1,grocery_store,223.7088,36
food,7.22,regular,0.064141866,baking_goods,61.251,out010,ultra_high,tier_3,grocery_store,126.502,23
food,7.405,low_fat,0.015271793,canned,89.9146,out046,small,tier_1,supermarket_type1,1550.6482,24
food,8.185,low_fat,0.038729057,fruits_and_vegetables,117.1808,out046,small,tier_1,supermarket_type1,1874.8928,24
drinks,18.25,low_fat,0.044250304,hard_drinks,174.708,out046,small,tier_1,supermarket_type1,2423.512,24
food,12.857645184135976,regular,0.052040539,dairy,143.1786,out019,small,tier_1,grocery_store,288.9572,36
food,5.26,regular,0.041764487,baking_goods,161.8868,out035,small,tier_2,supermarket_type1,3275.736,17
non-consumable,14.5,low_fat,0.019554705,others,162.421,out018,medium,tier_3,supermarket_type2,1957.452,12
non-consumable,12.857645184135976,lf,0.0,health_and_hygiene,64.2168,out027,medium,tier_3,supermarket_type3,1278.336,36
non-consumable,20.2,low_fat,0.065932087,household,64.851,out046,small,tier_1,supermarket_type1,948.765,24
non-consumable,16.0,low_fat,0.09911729,household,210.7902,out035,small,tier_2,supermarket_type1,4460.1942,17
food,9.1,low_fat,0.174085625,baking_goods,124.6362,out035,small,tier_2,supermarket_type1,2390.8878,17
non-consumable,17.35,low_fat,0.280164929,household,177.5712,out010,ultra_high,tier_3,grocery_store,527.3136,23
non-consumable,14.5,low_fat,0.089761211,health_and_hygiene,159.4604,out035,small,tier_2,supermarket_type1,2376.906,17
food,16.75,regular,0.008204465,canned,99.8674,out049,medium,tier_1,supermarket_type1,2342.9502,22
food,4.615,regular,0.102038294,canned,231.93,out045,ultra_high,tier_2,supermarket_type1,2563.33,19
non-consumable,17.1,low_fat,0.112402118,household,112.986,out010,ultra_high,tier_3,grocery_store,113.186,23
food,11.85,regular,0.050043472,fruits_and_vegetables,164.6526,out013,high,tier_3,supermarket_type1,2137.8838,34
non-consumable,12.15,low_fat,0.079431643,health_and_hygiene,38.6506,out046,small,tier_1,supermarket_type1,796.9626,24
food,12.3,regular,0.058116758,snack_foods,57.5562,out046,small,tier_1,supermarket_type1,651.8182,24
food,16.35,low_fat,0.020547951,fruits_and_vegetables,51.2324,out046,small,tier_1,supermarket_type1,571.2564,24
food,13.1,low_fat,0.006087409,frozen_foods,185.0898,out018,medium,tier_3,supermarket_type2,1870.898,12
food,14.8,low_fat,0.081372267,meat,191.4846,out018,medium,tier_3,supermarket_type2,3057.3536,12
food,12.1,low_fat,0.034427577,snack_foods,146.6734,out010,ultra_high,tier_3,grocery_store,296.9468,23
food,4.905,low_fat,0.1175683,canned,197.6768,out045,ultra_high,tier_2,supermarket_type1,2956.152,19
food,7.89,low_fat,0.036127671,dairy,117.4782,out035,small,tier_2,supermarket_type1,2026.0294,17
food,7.035,low_fat,0.0,frozen_foods,262.691,out013,high,tier_3,supermarket_type1,6048.793,34
non-consumable,12.5,low_fat,0.006775667,household,42.9112,out049,medium,tier_1,supermarket_type1,1022.6688,22
food,14.8,regular,0.073468631,breads,110.857,out010,ultra_high,tier_3,grocery_store,329.571,23
drinks,8.01,low_fat,0.070189131,hard_drinks,37.9532,out013,high,tier_3,supermarket_type1,826.9236,34
food,18.6,low_fat,0.076855628,snack_foods,161.0236,out046,small,tier_1,supermarket_type1,483.3708,24
food,9.035,regular,0.17417636,meat,148.9708,out018,medium,tier_3,supermarket_type2,2257.062,12
food,16.7,Regular,0.061992874,snack_foods,60.9562,out013,high,tier_3,supermarket_type1,355.5372,34
food,16.0,regular,0.065051586,dairy,76.1986,out035,small,tier_2,supermarket_type1,1090.5804,17
non-consumable,18.6,low_fat,0.080434451,health_and_hygiene,93.4436,out013,high,tier_3,supermarket_type1,1701.7848,34
drinks,13.15,low_fat,0.056516756,soft_drinks,143.4812,out049,medium,tier_1,supermarket_type1,854.8872,22
food,9.3,low_fat,0.089186275,canned,145.3786,out045,ultra_high,tier_2,supermarket_type1,2745.0934,19
non-consumable,10.5,lf,0.045655118,household,169.8106,out010,ultra_high,tier_3,grocery_store,171.1106,23
food,6.135,regular,0.079776075,baking_goods,152.8366,out017,ultra_high,tier_2,supermarket_type1,1964.7758,14
food,19.2,low_fat,0.100230114,frozen_foods,112.9886,out049,medium,tier_1,supermarket_type1,1667.829,22
food,16.5,regular,0.094246644,baking_goods,98.9068,out018,medium,tier_3,supermarket_type2,1749.7224,12
food,5.695,low_fat,0.065589906,frozen_foods,258.2646,out046,small,tier_1,supermarket_type1,5410.9566,24
drinks,14.15,low_fat,0.183507295,soft_drinks,82.4276,out046,small,tier_1,supermarket_type1,1137.1864,24
food,21.25,low_fat,0.019407069,snack_foods,119.3756,out013,high,tier_3,supermarket_type1,3271.7412,34
non-consumable,11.3,low_fat,0.047791878,household,180.766,out049,medium,tier_1,supermarket_type1,5033.448,22
non-consumable,8.27,low_fat,0.01889024,health_and_hygiene,238.188,out018,medium,tier_3,supermarket_type2,3835.008,12
drinks,14.15,low_fat,0.035999599,soft_drinks,41.5138,out049,medium,tier_1,supermarket_type1,162.4552,22
non-consumable,10.65,low_fat,0.048677482,others,166.1526,out035,small,tier_2,supermarket_type1,2466.789,17
food,12.857645184135976,regular,0.019672774,canned,86.4198,out027,medium,tier_3,supermarket_type3,1918.8356,36
food,17.7,Regular,0.041163522,fruits_and_vegetables,80.8276,out017,ultra_high,tier_2,supermarket_type1,1868.2348,14
non-consumable,17.25,low_fat,0.113497001,household,253.4724,out035,small,tier_2,supermarket_type1,755.0172,17
food,11.3,low_fat,0.056754036,baking_goods,247.5118,out017,ultra_high,tier_2,supermarket_type1,2470.118,14
food,12.857645184135976,regular,0.109003832,frozen_foods,145.2418,out019,small,tier_1,grocery_store,147.1418,36
non-consumable,7.285,low_fat,0.031214809,household,177.1054,out045,ultra_high,tier_2,supermarket_type1,2626.581,19
non-consumable,6.775,low_fat,0.105459307,household,84.625,out045,ultra_high,tier_2,supermarket_type1,2496.75,19
food,9.3,regular,0.014076503,snack_foods,200.0084,out018,medium,tier_3,supermarket_type2,2182.4924,12
non-consumable,20.25,low_fat,0.02594835,household,180.0976,out035,small,tier_2,supermarket_type1,3440.8544,17
food,9.695,low_fat,0.029567218,snack_foods,160.492,out035,small,tier_2,supermarket_type1,4314.384,17
food,14.15,lf,0.020798905,fruits_and_vegetables,123.6046,out018,medium,tier_3,supermarket_type2,1245.046,12
drinks,8.01,low_fat,0.117580062,hard_drinks,36.6532,out010,ultra_high,tier_3,grocery_store,71.9064,23
non-consumable,17.6,low_fat,0.08226356,health_and_hygiene,160.492,out013,high,tier_3,supermarket_type1,1278.336,34
food,14.35,low_fat,0.08075758,baking_goods,81.896,out045,ultra_high,tier_2,supermarket_type1,878.856,19
food,16.1,regular,0.063429818,dairy,179.4318,out049,medium,tier_1,supermarket_type1,2345.6134,22
drinks,15.85,low_fat,0.107765165,soft_drinks,59.5904,out049,medium,tier_1,supermarket_type1,703.0848,22
non-consumable,17.35,low_fat,0.167351411,household,176.0712,out035,small,tier_2,supermarket_type1,2109.2544,17
food,11.8,regular,0.02633607,canned,40.6138,out013,high,tier_3,supermarket_type1,406.138,34
drinks,8.895,low_fat,0.075876602,hard_drinks,235.9616,out017,ultra_high,tier_2,supermarket_type1,1874.8928,14
non-consumable,12.857645184135976,low_fat,0.091924311,household,189.753,out019,small,tier_1,grocery_store,189.753,36
food,20.2,regular,0.0,baking_goods,197.211,out013,high,tier_3,supermarket_type1,3535.398,34
food,9.0,low_fat,0.065515067,snack_foods,178.137,out018,medium,tier_3,supermarket_type2,1058.622,12
non-consumable,18.75,low_fat,0.01040777,household,209.4954,out018,medium,tier_3,supermarket_type2,2500.7448,12
food,16.2,low_fat,0.063017421,canned,100.37,out035,small,tier_2,supermarket_type1,998.7,17
drinks,15.75,low_fat,0.140821917,hard_drinks,252.9382,out049,medium,tier_1,supermarket_type1,2775.7202,22
food,19.0,low_fat,0.127983545,snack_foods,107.6622,out013,high,tier_3,supermarket_type1,1270.3464,34
non-consumable,12.15,low_fat,0.14526636,health_and_hygiene,224.0404,out049,medium,tier_1,supermarket_type1,3375.606,22
food,13.65,regular,0.080640478,frozen_foods,262.6936,out046,small,tier_1,supermarket_type1,4175.8976,24
non-consumable,12.857645184135976,low_fat,0.035022503,health_and_hygiene,85.1224,out027,medium,tier_3,supermarket_type3,2045.3376,36
food,10.1,lf,0.024262772,canned,117.615,out018,medium,tier_3,supermarket_type2,1514.695,12
drinks,14.1,low_fat,0.087920675,dairy,228.5668,out013,high,tier_3,supermarket_type1,1151.834,34
food,17.7,regular,0.042562588,frozen_foods,165.021,out045,ultra_high,tier_2,supermarket_type1,3425.541,19
non-consumable,9.8,low_fat,0.024378706,health_and_hygiene,114.5492,out035,small,tier_2,supermarket_type1,1274.3412,17
food,13.85,regular,0.094265737,breakfast,233.93,out010,ultra_high,tier_3,grocery_store,233.03,23
food,12.1,low_fat,0.040521714,fruits_and_vegetables,178.5002,out018,medium,tier_3,supermarket_type2,5552.1062,12
drinks,9.3,low_fat,0.043777415,hard_drinks,192.9846,out035,small,tier_2,supermarket_type1,6114.7072,17
food,19.75,regular,0.018008071,frozen_foods,180.466,out013,high,tier_3,supermarket_type1,3415.554,34
food,19.7,lf,0.041823046,frozen_foods,108.0912,out045,ultra_high,tier_2,supermarket_type1,1965.4416,19
food,12.857645184135976,regular,0.170000805,dairy,155.963,out027,medium,tier_3,supermarket_type3,4537.427,36
food,12.857645184135976,low_fat,0.178192864,dairy,54.9956,out019,small,tier_1,grocery_store,109.1912,36
food,16.75,regular,0.008184912,canned,101.2674,out013,high,tier_3,supermarket_type1,1528.011,34
food,17.85,regular,0.046599684,fruits_and_vegetables,125.1388,out035,small,tier_2,supermarket_type1,1981.4208,17
food,6.76,regular,0.02914662,fruits_and_vegetables,79.296,out017,ultra_high,tier_2,supermarket_type1,1118.544,14
food,8.31,regular,0.116331694,snack_foods,176.9028,out017,ultra_high,tier_2,supermarket_type1,3010.7476,14
food,9.195,low_fat,0.115064263,frozen_foods,58.6246,out049,medium,tier_1,supermarket_type1,868.869,22
food,15.75,low_fat,0.054884821,baking_goods,195.3452,out013,high,tier_3,supermarket_type1,1761.7068,34
non-consumable,12.857645184135976,low_fat,0.0,household,98.1726,out027,medium,tier_3,supermarket_type3,978.726,36
non-consumable,12.857645184135976,low_fat,0.028868467,household,146.3786,out027,medium,tier_3,supermarket_type3,5056.751,36
food,17.75,low_fat,0.073524776,seafood,34.8216,out049,medium,tier_1,supermarket_type1,207.7296,22
food,14.8,low_fat,0.081206491,meat,189.2846,out045,ultra_high,tier_2,supermarket_type1,1719.7614,19
food,12.857645184135976,regular,0.0,canned,78.896,out019,small,tier_1,grocery_store,399.48,36
food,12.857645184135976,lf,0.056656942,baking_goods,106.2622,out027,medium,tier_3,supermarket_type3,2328.9684,36
food,13.5,regular,0.128791854,starchy_foods,95.4068,out035,small,tier_2,supermarket_type1,1944.136,17
food,15.5,regular,0.126791761,baking_goods,262.1568,out010,ultra_high,tier_3,grocery_store,527.3136,23
food,16.2,low_fat,0.044291251,frozen_foods,43.3454,out049,medium,tier_1,supermarket_type1,503.3448,22
non-consumable,8.51,low_fat,0.051936086,household,142.947,out035,small,tier_2,supermarket_type1,3006.087,17
food,7.365,low_fat,0.04280099,fruits_and_vegetables,228.372,out017,ultra_high,tier_2,supermarket_type1,2037.348,14
food,17.75,low_fat,0.014602837,fruits_and_vegetables,158.6262,out049,medium,tier_1,supermarket_type1,3819.0288,22
food,7.605,low_fat,0.216323008,fruits_and_vegetables,165.021,out010,ultra_high,tier_3,grocery_store,815.605,23
food,15.25,low_fat,0.02671821,snack_foods,85.2198,out018,medium,tier_3,supermarket_type2,1482.7366,12
food,12.857645184135976,regular,0.055289464,breads,222.5088,out027,medium,tier_3,supermarket_type3,7158.6816,36
food,14.1,low_fat,0.113908117,baking_goods,53.3956,out017,ultra_high,tier_2,supermarket_type1,982.7208,14
non-consumable,19.0,low_fat,0.0,health_and_hygiene,211.0244,out010,ultra_high,tier_3,grocery_store,1482.0708,23
drinks,6.385,low_fat,0.084008316,hard_drinks,108.2596,out045,ultra_high,tier_2,supermarket_type1,1186.4556,19
food,9.3,low_fat,0.14897741,canned,143.0786,out010,ultra_high,tier_3,grocery_store,288.9572,23
non-consumable,19.0,low_fat,0.027139013,household,127.3336,out017,ultra_high,tier_2,supermarket_type1,2940.1728,14
non-consumable,19.85,low_fat,0.064367627,health_and_hygiene,126.1704,out013,high,tier_3,supermarket_type1,876.1928,34
food,12.8,low_fat,0.06961884,starchy_foods,260.3252,out046,small,tier_1,supermarket_type1,8132.0812,24
food,16.35,low_fat,0.054463442,meat,163.8842,out010,ultra_high,tier_3,grocery_store,165.7842,23
food,12.857645184135976,low_fat,0.04461205,dairy,241.1538,out019,small,tier_1,grocery_store,480.7076,36
food,8.365,regular,0.039836895,fruits_and_vegetables,191.6188,out035,small,tier_2,supermarket_type1,2094.6068,17
food,7.52,low_fat,0.055213208,fruits_and_vegetables,129.5994,out049,medium,tier_1,supermarket_type1,642.497,22
non-consumable,18.75,low_fat,0.0,household,213.3218,out035,small,tier_2,supermarket_type1,3419.5488,17
food,12.857645184135976,low_fat,0.087383304,dairy,180.4292,out027,medium,tier_3,supermarket_type3,4013.4424,36
food,7.785,regular,0.038210084,fruits_and_vegetables,103.8964,out045,ultra_high,tier_2,supermarket_type1,946.7676,19
food,6.785,regular,0.022974812,snack_foods,208.7928,out046,small,tier_1,supermarket_type1,5890.9984,24
food,5.365,regular,0.140524691,seafood,172.7764,out045,ultra_high,tier_2,supermarket_type1,2233.0932,19
food,15.6,regular,0.035561344,snack_foods,112.1518,out049,medium,tier_1,supermarket_type1,1821.6288,22
food,11.5,regular,0.020653603,dairy,84.954,out018,medium,tier_3,supermarket_type2,865.54,12
food,16.0,regular,0.106663245,baking_goods,179.7634,out013,high,tier_3,supermarket_type1,4180.5582,34
food,10.0,low_fat,0.067312613,snack_foods,234.359,out049,medium,tier_1,supermarket_type1,3072.667,22
food,12.857645184135976,regular,0.036731658,meat,177.237,out027,medium,tier_3,supermarket_type3,4763.799,36
food,12.857645184135976,lf,0.057809959,meat,156.2314,out027,medium,tier_3,supermarket_type3,2947.4966,36
food,7.17,regular,0.059849153,fruits_and_vegetables,129.4968,out045,ultra_high,tier_2,supermarket_type1,3392.9168,19
food,7.405,low_fat,0.159843921,dairy,206.6296,out018,medium,tier_3,supermarket_type2,3115.944,12
drinks,5.0,low_fat,0.0,soft_drinks,189.853,out045,ultra_high,tier_2,supermarket_type1,4933.578,19
food,13.0,low_fat,0.153857402,canned,76.3986,out049,medium,tier_1,supermarket_type1,778.986,22
food,10.1,low_fat,0.027041859,meat,77.567,out013,high,tier_3,supermarket_type1,306.268,34
food,19.85,low_fat,0.045855273,fruits_and_vegetables,127.102,out018,medium,tier_3,supermarket_type2,1771.028,12
food,12.857645184135976,low_fat,0.038340116,snack_foods,240.1564,out027,medium,tier_3,supermarket_type3,7150.692,36
food,14.0,regular,0.175991929,frozen_foods,140.7812,out010,ultra_high,tier_3,grocery_store,142.4812,23
food,10.895,regular,0.032427039,frozen_foods,147.7102,out013,high,tier_3,supermarket_type1,1166.4816,34
food,17.5,low_fat,0.0,snack_foods,253.0356,out035,small,tier_2,supermarket_type1,4578.0408,17
food,14.15,regular,0.024404558,fruits_and_vegetables,198.311,out046,small,tier_1,supermarket_type1,2553.343,24
food,19.7,regular,0.018021361,meat,101.199,out035,small,tier_2,supermarket_type1,1857.582,17
food,8.5,low_fat,0.098283459,canned,51.3324,out018,medium,tier_3,supermarket_type2,934.7832,12
non-consumable,12.857645184135976,low_fat,0.021214364,health_and_hygiene,48.2034,out019,small,tier_1,grocery_store,97.2068,36
food,19.35,regular,0.065890998,meat,167.0816,out017,ultra_high,tier_2,supermarket_type1,1510.0344,14
non-consumable,19.85,low_fat,0.026115595,household,49.0376,out017,ultra_high,tier_2,supermarket_type1,143.8128,14
food,12.857645184135976,low_fat,0.142107998,fruits_and_vegetables,150.3734,out019,small,tier_1,grocery_store,296.9468,36
food,17.25,low_fat,0.0,frozen_foods,37.5822,out010,ultra_high,tier_3,grocery_store,196.411,23
food,11.5,regular,0.037646623,snack_foods,107.5254,out045,ultra_high,tier_2,supermarket_type1,325.5762,19
drinks,7.97,low_fat,0.0,soft_drinks,173.7422,out045,ultra_high,tier_2,supermarket_type1,2759.0752,19
non-consumable,11.5,low_fat,0.021020616,health_and_hygiene,130.7942,out045,ultra_high,tier_2,supermarket_type1,2782.3782,19
food,17.75,low_fat,0.014577412,fruits_and_vegetables,160.7262,out035,small,tier_2,supermarket_type1,2864.2716,17
food,19.35,regular,0.021453493,fruits_and_vegetables,120.3098,out035,small,tier_2,supermarket_type1,2530.7058,17
food,15.6,low_fat,0.088215871,snack_foods,220.1798,out017,ultra_high,tier_2,supermarket_type1,5068.7354,14
drinks,17.25,low_fat,0.05869048,dairy,91.612,out010,ultra_high,tier_3,grocery_store,93.212,23
food,13.65,low_fat,0.040049609,frozen_foods,34.4558,out017,ultra_high,tier_2,supermarket_type1,611.2044,14
non-consumable,16.75,low_fat,0.126765903,health_and_hygiene,35.7532,out010,ultra_high,tier_3,grocery_store,143.8128,23
food,9.27,lf,0.061775607,dairy,150.105,out035,small,tier_2,supermarket_type1,2696.49,17
food,7.445,low_fat,0.0,baking_goods,76.8354,out046,small,tier_1,supermarket_type1,2181.8266,24
food,18.6,low_fat,0.01575657,snack_foods,153.1366,out013,high,tier_3,supermarket_type1,3173.8686,34
food,13.35,low_fat,0.032180494,meat,61.2194,out046,small,tier_1,supermarket_type1,433.4358,24
food,12.857645184135976,low_fat,0.113720344,baking_goods,89.9804,out019,small,tier_1,grocery_store,643.1628,36
non-consumable,5.82,low_fat,0.0,household,169.379,out013,high,tier_3,supermarket_type1,2376.906,34
food,15.75,low_fat,0.055015935,baking_goods,194.3452,out049,medium,tier_1,supermarket_type1,2740.4328,22
food,7.97,low_fat,0.036045991,seafood,107.5596,out010,ultra_high,tier_3,grocery_store,431.4384,23
food,5.78,regular,0.074135053,snack_foods,264.0568,out035,small,tier_2,supermarket_type1,2109.2544,17
food,17.35,low_fat,0.014689006,frozen_foods,74.5038,out035,small,tier_2,supermarket_type1,739.038,17
food,18.7,low_fat,0.089197963,snack_foods,257.3672,out013,high,tier_3,supermarket_type1,2045.3376,34
food,12.1,low_fat,0.148612263,fruits_and_vegetables,104.528,out049,medium,tier_1,supermarket_type1,1384.864,22
food,5.59,regular,0.056592115,snack_foods,65.0168,out035,small,tier_2,supermarket_type1,447.4176,17
food,12.857645184135976,low_fat,0.088828418,breakfast,192.2478,out027,medium,tier_3,supermarket_type3,7943.6598,36
food,19.35,regular,0.062655235,baking_goods,163.3184,out045,ultra_high,tier_2,supermarket_type1,2641.8944,19
food,16.1,low_fat,0.065183228,dairy,148.076,out046,small,tier_1,supermarket_type1,1464.76,24
food,17.25,low_fat,0.07325106,canned,76.4986,out017,ultra_high,tier_2,supermarket_type1,778.986,14
drinks,12.857645184135976,low_fat,0.049623924,dairy,83.225,out027,medium,tier_3,supermarket_type3,1498.05,36
food,18.7,low_fat,0.026355345,baking_goods,127.102,out045,ultra_high,tier_2,supermarket_type1,3289.052,19
food,12.85,low_fat,0.033314389,snack_foods,171.6422,out018,medium,tier_3,supermarket_type2,3276.4018,12
food,10.0,low_fat,0.046043736,frozen_foods,140.618,out018,medium,tier_3,supermarket_type2,2376.906,12
food,4.805,regular,0.037852995,dairy,126.2704,out018,medium,tier_3,supermarket_type2,3629.9416,12
drinks,9.3,low_fat,0.042256257,hard_drinks,124.4388,out013,high,tier_3,supermarket_type1,1609.9044,34
food,15.7,regular,0.030672457,snack_foods,253.1724,out049,medium,tier_1,supermarket_type1,5285.1204,22
food,12.857645184135976,low_fat,0.032381325,meat,166.1842,out027,medium,tier_3,supermarket_type3,5470.8786,36
food,12.857645184135976,low_fat,0.037315469,baking_goods,50.0034,out027,medium,tier_3,supermarket_type3,1992.7394,36
food,12.5,lf,0.071534226,starchy_foods,124.902,out018,medium,tier_3,supermarket_type2,1771.028,12
food,19.5,low_fat,0.082888496,canned,178.6002,out018,medium,tier_3,supermarket_type2,1253.7014,12
drinks,13.8,low_fat,0.058220302,dairy,247.4802,out045,ultra_high,tier_2,supermarket_type1,1474.0812,19
non-consumable,21.1,low_fat,0.010593469,household,234.2958,out013,high,tier_3,supermarket_type1,3739.1328,34
drinks,8.785,low_fat,0.020693619,soft_drinks,153.1656,out017,ultra_high,tier_2,supermarket_type1,1853.5872,14
food,9.6,low_fat,0.051571772,snack_foods,258.462,out045,ultra_high,tier_2,supermarket_type1,4673.916,19
food,12.857645184135976,low_fat,0.030288215,dairy,256.7672,out027,medium,tier_3,supermarket_type3,4346.3424,36
food,17.75,regular,0.049634572,fruits_and_vegetables,140.2838,out010,ultra_high,tier_3,grocery_store,280.9676,23
food,17.7,regular,0.016593506,fruits_and_vegetables,46.9034,out035,small,tier_2,supermarket_type1,972.068,17
non-consumable,5.5,lf,0.0,others,103.1016,out045,ultra_high,tier_2,supermarket_type1,2024.032,19
food,15.0,low_fat,0.058632705,snack_foods,46.4744,out018,medium,tier_3,supermarket_type2,543.2928,12
non-consumable,19.2,low_fat,0.183686937,others,241.8196,out017,ultra_high,tier_2,supermarket_type1,1687.1372,14
non-consumable,19.1,low_fat,0.092437711,others,185.2608,out017,ultra_high,tier_2,supermarket_type1,1470.0864,14
food,12.857645184135976,regular,0.0,starchy_foods,59.8904,out027,medium,tier_3,supermarket_type3,1757.712,36
drinks,8.43,lf,0.017322454,soft_drinks,196.8768,out035,small,tier_2,supermarket_type1,3350.3056,17
non-consumable,10.0,low_fat,0.089135671,health_and_hygiene,146.9102,out035,small,tier_2,supermarket_type1,3207.8244,17
food,12.3,low_fat,0.009410528,baking_goods,73.738,out046,small,tier_1,supermarket_type1,1318.284,24
food,15.1,regular,0.0,fruits_and_vegetables,63.7194,out018,medium,tier_3,supermarket_type2,1362.2268,12
food,17.35,low_fat,0.0,baking_goods,101.9016,out013,high,tier_3,supermarket_type1,1821.6288,34
non-consumable,5.485,low_fat,0.042743728,health_and_hygiene,166.2842,out035,small,tier_2,supermarket_type1,1989.4104,17
food,15.5,regular,0.157246634,snack_foods,145.6418,out045,ultra_high,tier_2,supermarket_type1,2207.127,19
drinks,12.857645184135976,low_fat,0.042086652,hard_drinks,122.4388,out027,medium,tier_3,supermarket_type3,5448.9072,36
food,12.857645184135976,low_fat,0.056019324,frozen_foods,40.0454,out027,medium,tier_3,supermarket_type3,419.454,36
food,16.1,regular,0.063319379,dairy,180.9318,out035,small,tier_2,supermarket_type1,1984.7498,17
drinks,12.3,low_fat,0.116261335,soft_drinks,107.0938,out010,ultra_high,tier_3,grocery_store,214.3876,23
food,17.6,low_fat,0.049345425,snack_foods,115.4176,out017,ultra_high,tier_2,supermarket_type1,1145.176,14
drinks,8.26,low_fat,0.03447406,hard_drinks,117.0834,out045,ultra_high,tier_2,supermarket_type1,1612.5676,19
non-consumable,8.76,low_fat,0.050130529,health_and_hygiene,128.3336,out049,medium,tier_1,supermarket_type1,2556.672,22
food,12.5,low_fat,0.081119484,meat,220.0798,out035,small,tier_2,supermarket_type1,1322.2788,17
non-consumable,17.0,low_fat,0.126440335,household,125.2362,out049,medium,tier_1,supermarket_type1,1384.1982,22
food,12.8,regular,0.023511371,meat,225.9404,out013,high,tier_3,supermarket_type1,4950.8888,34
food,12.857645184135976,regular,0.056713056,fruits_and_vegetables,223.8088,out027,medium,tier_3,supermarket_type3,5592.72,36
non-consumable,17.6,low_fat,0.137807013,health_and_hygiene,161.792,out010,ultra_high,tier_3,grocery_store,159.792,23
non-consumable,12.857645184135976,low_fat,0.079419801,household,172.3106,out027,medium,tier_3,supermarket_type3,5475.5392,36
food,10.8,regular,0.048339408,baking_goods,41.5138,out018,medium,tier_3,supermarket_type2,446.7518,12
food,5.46,regular,0.107662745,fruits_and_vegetables,143.8786,out017,ultra_high,tier_2,supermarket_type1,4334.358,14
food,15.0,regular,0.16143544,canned,185.1266,out046,small,tier_1,supermarket_type1,2766.399,24
food,6.78,regular,0.08573655,fruits_and_vegetables,229.5694,out013,high,tier_3,supermarket_type1,3425.541,34
food,16.7,low_fat,0.022065676,dairy,110.5886,out046,small,tier_1,supermarket_type1,1556.6404,24
food,19.7,regular,0.016202582,canned,188.2556,out035,small,tier_2,supermarket_type1,3379.6008,17
food,15.6,low_fat,0.037764269,snack_foods,124.9704,out045,ultra_high,tier_2,supermarket_type1,2253.0672,19
non-consumable,20.5,lf,0.023274107,others,154.134,out017,ultra_high,tier_2,supermarket_type1,2909.546,14
food,13.85,regular,0.056432784,breakfast,234.93,out045,ultra_high,tier_2,supermarket_type1,4660.6,19
food,5.46,Regular,0.032177405,canned,185.424,out046,small,tier_1,supermarket_type1,5219.872,24
food,20.5,regular,0.0,frozen_foods,82.8592,out035,small,tier_2,supermarket_type1,908.1512,17
food,9.3,low_fat,0.028566433,baking_goods,193.0136,out049,medium,tier_1,supermarket_type1,4860.34,22
food,5.365,regular,0.140213762,seafood,173.7764,out035,small,tier_2,supermarket_type1,4637.9628,17
food,7.315,low_fat,0.01530184,snack_foods,154.434,out046,small,tier_1,supermarket_type1,1378.206,24
food,12.15,regular,0.042552418,canned,123.5046,out017,ultra_high,tier_2,supermarket_type1,1743.0644,14
food,12.857645184135976,low_fat,0.0,fruits_and_vegetables,45.9402,out027,medium,tier_3,supermarket_type3,872.8638,36
food,9.6,regular,0.014234595,snack_foods,190.2872,out049,medium,tier_1,supermarket_type1,4727.18,22
drinks,12.65,low_fat,0.062837968,soft_drinks,161.5578,out013,high,tier_3,supermarket_type1,2406.867,34
food,12.857645184135976,regular,0.076790922,frozen_foods,172.1106,out027,medium,tier_3,supermarket_type3,2566.659,36
food,11.6,regular,0.157075658,breakfast,166.6474,out049,medium,tier_1,supermarket_type1,4211.185,22
non-consumable,12.857645184135976,low_fat,0.0,health_and_hygiene,40.348,out019,small,tier_1,grocery_store,79.896,36
food,8.5,low_fat,0.097866209,canned,51.1324,out035,small,tier_2,supermarket_type1,1350.2424,17
food,16.5,regular,0.110888167,breakfast,181.6292,out010,ultra_high,tier_3,grocery_store,1094.5752,23
non-consumable,16.2,low_fat,0.08425957,household,192.3162,out010,ultra_high,tier_3,grocery_store,769.6648,23
